"LOCUS"	"SYMBOL"	"SYNOYM"	"LENGTH"	"START"	"STOP"	"STRAND"	"NAME"	"CHROMOSOME"	"ANNOTATION"	"ANNOTATION NAME"		
"PITG_13082"			1470	1240844	1242313	"+"	"conserved hypothetical protein"	25				
"PITG_13082"			1470	1240844	1242313	"+"	"conserved hypothetical protein"	25	"Pfam"	"PF00149.20"	"Metallophos"	"Calcineurin-like phosphoesterase"
"PITG_13083"			786	1243341	1244126	"-"	"conserved hypothetical protein"	25				
"PITG_13084"			795	1244422	1245216	"-"	"conserved hypothetical protein"	25				
"PITG_13085"			829	1246226	1247054	"-"	"conserved hypothetical protein"	25				
"PITG_13093"			465	1314779	1315243	"+"	"secreted RxLR effector peptide, putative"	25				
"PITG_13094"			933	1316707	1317639	"-"	"conserved hypothetical protein"	25				
"PITG_13095"			309	1319903	1320211	"-"	"conserved hypothetical protein"	25				
"PITG_13096"			2588	1329830	1332417	"-"	"conserved hypothetical protein"	25				
"PITG_13096"			2588	1329830	1332417	"-"	"conserved hypothetical protein"	25	"Pfam"	"TIGR00148"	"TIGR00148"	"UbiD family decarboxylases"
"PITG_13097"			543	1332690	1333232	"-"	"conserved hypothetical protein"	25				
"PITG_13097"			543	1332690	1333232	"-"	"conserved hypothetical protein"	25	"Pfam"	"PF07962.4"	"Swi3"	"Replication Fork Protection Component Swi3"
"PITG_13098"			1102	1340057	1341158	"+"	"elicitin-like protein"	25				
"PITG_13098"			1102	1340057	1341158	"+"	"elicitin-like protein"	25	"Pfam"	"PF00964.9"	"Elicitin"	"Elicitin"
"PITG_13100"			722	1343619	1344340	"+"	"conserved hypothetical protein"	25				
"PITG_13101"			2444	1383036	1385479	"-"	"fimbrin-like protein"	25				
"PITG_13101"			2444	1383036	1385479	"-"	"fimbrin-like protein"	25	"Pfam"	"PF00307.23"	"CH"	"Calponin homology (CH) domain"
"PITG_13102"			2322	1390081	1392402	"-"	"fimbrin-like protein"	25				
"PITG_13102"			2322	1390081	1392402	"-"	"fimbrin-like protein"	25	"Pfam"	"PF00307.23"	"CH"	"Calponin homology (CH) domain"
"PITG_13103"			2695	1396880	1399574	"-"	"fimbrin-like protein"	25				
"PITG_13103"			2695	1396880	1399574	"-"	"fimbrin-like protein"	25	"Pfam"	"PF00307.23"	"CH"	"Calponin homology (CH) domain"
"PITG_13106"			1316	1486665	1487980	"+"	"conserved hypothetical protein"	25				
"PITG_13107"			1067	1490944	1492010	"+"	"conserved hypothetical protein"	25				
"PITG_13108"			1000	1493210	1494209	"+"	"conserved hypothetical protein"	25				
"PITG_13109"			396	1494246	1494641	"+"	"conserved hypothetical protein"	25				
"PITG_13111"			3817	1504505	1508321	"+"	"conserved hypothetical protein"	25				
"PITG_13112"			1738	1509111	1510848	"+"	"conserved hypothetical protein"	25				
"PITG_13113"			1403	1510995	1512397	"+"	"conserved hypothetical protein"	25				
"PITG_13114"			1288	1512797	1514084	"+"	"elicitin-like protein"	25				
"PITG_13114"			1288	1512797	1514084	"+"	"elicitin-like protein"	25	"Pfam"	"PF00076.14"	"RRM_1"	"RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"PITG_13114"			1288	1512797	1514084	"+"	"elicitin-like protein"	25	"Pfam"	"PF00964.9"	"Elicitin"	"Elicitin"
"PITG_13115"			1254	1514553	1515806	"+"	"conserved hypothetical protein"	25				
"PITG_13116"			857	1516102	1516958	"-"	"triosephosphate isomerase"	25				
"PITG_13116"			857	1516102	1516958	"-"	"triosephosphate isomerase"	25	"Pfam"	"PF00121.10"	"TIM"	"Triosephosphate isomerase"
"PITG_13116"			857	1516102	1516958	"-"	"triosephosphate isomerase"	25	"Pfam"	"TIGR00419"	"tim"	"triose-phosphate isomerase"
"PITG_13117"			2086	1537489	1539574	"+"	"ATP-binding Cassette (ABC) Superfamily"	25				
"PITG_13117"			2086	1537489	1539574	"+"	"ATP-binding Cassette (ABC) Superfamily"	25	"Pfam"	"PF01061.16"	"ABC2_membrane"	"ABC-2 type transporter"
"PITG_13118"			789	1540509	1541297	"-"	"conserved hypothetical protein"	25				
"PITG_13119"			903	1552703	1553605	"-"	"secreted RxLR effector peptide, putative"	25				
"PITG_13120"			1527	1579908	1581434	"+"	"transmembrane protein, putative"	25				
"PITG_13121"			4254	1581599	1585852	"-"	"ATP-binding Cassette (ABC) Superfamily"	25				
"PITG_13121"			4254	1581599	1585852	"-"	"ATP-binding Cassette (ABC) Superfamily"	25	"Pfam"	"PF00005.19"	"ABC_tran"	"ABC transporter"
"PITG_13121"			4254	1581599	1585852	"-"	"ATP-binding Cassette (ABC) Superfamily"	25	"Pfam"	"PF01061.16"	"ABC2_membrane"	"ABC-2 type transporter"
"PITG_13122"			4446	1586598	1591043	"-"	"ATP-binding Cassette (ABC) Superfamily"	25				
"PITG_13122"			4446	1586598	1591043	"-"	"ATP-binding Cassette (ABC) Superfamily"	25	"Pfam"	"PF00005.19"	"ABC_tran"	"ABC transporter"
"PITG_13122"			4446	1586598	1591043	"-"	"ATP-binding Cassette (ABC) Superfamily"	25	"Pfam"	"PF01061.16"	"ABC2_membrane"	"ABC-2 type transporter"
"PITG_13123"			378	1606903	1607280	"+"	"hypothetical protein"	25				
"PITG_13124"			397	1615405	1615801	"-"	"conserved hypothetical protein"	25				
"PITG_13125"			660	1633314	1633973	"+"	"secreted RxLR effector peptide, putative"	25				
"PITG_13128"			1375	1643298	1644672	"-"	"7-dehydrocholesterol reductase"	25				
"PITG_13128"			1375	1643298	1644672	"-"	"7-dehydrocholesterol reductase"	25	"Pfam"	"PF01222.9"	"ERG4_ERG24"	"Ergosterol biosynthesis ERG4/ERG24 family"
"PITG_13129"			4053	1645112	1649164	"+"	"ATP-binding Cassette (ABC) Superfamily"	25				
"PITG_13129"			4053	1645112	1649164	"+"	"ATP-binding Cassette (ABC) Superfamily"	25	"Pfam"	"PF00005.19"	"ABC_tran"	"ABC transporter"
"PITG_13129"			4053	1645112	1649164	"+"	"ATP-binding Cassette (ABC) Superfamily"	25	"Pfam"	"PF01061.16"	"ABC2_membrane"	"ABC-2 type transporter"
"PITG_13130"			1311	1649246	1650556	"-"	"protein kinase, putative"	25				
"PITG_13130"			1311	1649246	1650556	"-"	"protein kinase, putative"	25	"Pfam"	"PF00069.17"	"Pkinase"	"Protein kinase domain"
"PITG_13131"			2211	1669835	1672045	"+"	"nucleolar complex protein, putative"	25				
"PITG_13131"			2211	1669835	1672045	"+"	"nucleolar complex protein, putative"	25	"Pfam"	"PF03715.5"	"Noc2"	"Noc2p family"
"PITG_13132"			659	1672060	1672718	"-"	"caltractin"	25				
"PITG_13132"			659	1672060	1672718	"-"	"caltractin"	25	"Pfam"	"PF00036.24"	"efhand"	"EF hand"
"PITG_13133"			910	1673167	1674076	"+"	"myb-like DNA-binding protein, putative"	25				
"PITG_13133"			910	1673167	1674076	"+"	"myb-like DNA-binding protein, putative"	25	"Pfam"	"PF00249.23"	"Myb_DNA-binding"	"Myb-like DNA-binding domain"
"PITG_13134"			543	1675184	1675726	"+"	"conserved hypothetical protein"	25				
"PITG_13135"			3057	1676730	1679786	"+"	"copper-transporting ATPase, putative"	25				
"PITG_13135"			3057	1676730	1679786	"+"	"copper-transporting ATPase, putative"	25	"Pfam"	"PF00122.12"	"E1-E2_ATPase"	"E1-E2 ATPase"
"PITG_13135"			3057	1676730	1679786	"+"	"copper-transporting ATPase, putative"	25	"Pfam"	"PF00403.18"	"HMA"	"Heavy-metal-associated domain"
"PITG_13135"			3057	1676730	1679786	"+"	"copper-transporting ATPase, putative"	25	"Pfam"	"PF00702.18"	"Hydrolase"	"haloacid dehalogenase-like hydrolase"
"PITG_13135"			3057	1676730	1679786	"+"	"copper-transporting ATPase, putative"	25	"Pfam"	"TIGR01494"	"ATPase_P-type"	"ATPase, P-type (transporting), HAD superfamily, subfamily IC"
"PITG_13135"			3057	1676730	1679786	"+"	"copper-transporting ATPase, putative"	25	"Pfam"	"TIGR01511"	"ATPase-IB1_Cu"	"copper-translocating P-type ATPase"
"PITG_13135"			3057	1676730	1679786	"+"	"copper-transporting ATPase, putative"	25	"Pfam"	"TIGR01525"	"ATPase-IB_hvy"	"heavy metal translocating P-type ATPase"
"PITG_13136"			996	1680430	1681425	"-"	"hypothetical protein"	25				
"PITG_13138"			2544	1703205	1705748	"+"	"conserved hypothetical protein"	25				
"PITG_13139"			1587	1707698	1709284	"-"	"threonine synthase"	25				
"PITG_13139"			1587	1707698	1709284	"-"	"threonine synthase"	25	"Pfam"	"PF00291.17"	"PALP"	"Pyridoxal-phosphate dependent enzyme"
"PITG_13139"			1587	1707698	1709284	"-"	"threonine synthase"	25	"Pfam"	"TIGR00260"	"thrC"	"threonine synthase"
"PITG_13141"			1137	1728542	1729678	"-"	"conserved hypothetical protein"	25				
"PITG_13142"			1414	1734746	1736159	"+"	"hypothetical protein"	25				
"PITG_13143"			885	1736557	1737441	"+"	"conserved hypothetical protein"	25				
"PITG_13145"			1067	1757519	1758585	"+"	"conserved hypothetical protein"	25				
"PITG_13146"			1798	1758616	1760413	"-"	"RNA pseudouridylate synthase-like protein"	25				
"PITG_13146"			1798	1758616	1760413	"-"	"RNA pseudouridylate synthase-like protein"	25	"Pfam"	"PF00849.14"	"PseudoU_synth_2"	"RNA pseudouridylate synthase"
"PITG_13147"			2973	1761815	1764787	"-"	"anaphase-promoting complex subunit 5, putative"	25				
"PITG_13148"			1491	1765620	1767110	"+"	"conserved hypothetical protein"	25				
"PITG_13149"			2196	1794129	1796324	"+"	"conserved hypothetical protein"	25				
"PITG_13150"			7680	1796580	1804259	"+"	"phosphatidylinositol kinase"	25				
"PITG_13150"			7680	1796580	1804259	"+"	"phosphatidylinositol kinase"	25	"Pfam"	"PF00454.19"	"PI3_PI4_kinase"	"Phosphatidylinositol 3- and 4-kinase"
"PITG_13151"			4393	1807016	1811408	"-"	"protein transporter Sec24"	25				
"PITG_13151"			4393	1807016	1811408	"-"	"protein transporter Sec24"	25	"Pfam"	"PF00626.14"	"Gelsolin"	"Gelsolin repeat"
"PITG_13151"			4393	1807016	1811408	"-"	"protein transporter Sec24"	25	"Pfam"	"PF04810.7"	"zf-Sec23_Sec24"	"Sec23/Sec24 zinc finger"
"PITG_13151"			4393	1807016	1811408	"-"	"protein transporter Sec24"	25	"Pfam"	"PF04811.7"	"Sec23_trunk"	"Sec23/Sec24 trunk domain"
"PITG_13151"			4393	1807016	1811408	"-"	"protein transporter Sec24"	25	"Pfam"	"PF04815.7"	"Sec23_helical"	"Sec23/Sec24 helical domain"
"PITG_13151"			4393	1807016	1811408	"-"	"protein transporter Sec24"	25	"Pfam"	"PF08033.4"	"Sec23_BS"	"Sec23/Sec24 beta-sandwich domain"
"PITG_13152"			1680	1811858	1813537	"+"	"conserved hypothetical protein"	25				
"PITG_13152"			1680	1811858	1813537	"+"	"conserved hypothetical protein"	25	"Pfam"	"TIGR02946"	"acyl_WS_DGAT"	"acyltransferase, WS/DGAT/MGAT"
"PITG_13153"			1780	1814837	1816616	"-"	"GTP-binding protein, putative"	25				
"PITG_13153"			1780	1814837	1816616	"-"	"GTP-binding protein, putative"	25	"Pfam"	"PF00009.19"	"GTP_EFTU"	"Elongation factor Tu GTP binding domain"
"PITG_13153"			1780	1814837	1816616	"-"	"GTP-binding protein, putative"	25	"Pfam"	"PF03143.9"	"GTP_EFTU_D3"	"Elongation factor Tu C-terminal domain"
"PITG_13153"			1780	1814837	1816616	"-"	"GTP-binding protein, putative"	25	"Pfam"	"PF03144.17"	"GTP_EFTU_D2"	"Elongation factor Tu domain 2"
"PITG_13154"			1838	1817435	1819272	"+"	"conserved hypothetical protein"	25				
"PITG_13155"			921	1834047	1834967	"+"	"conserved hypothetical protein"	25				
"PITG_13156"			1046	1850740	1851785	"+"	"conserved hypothetical protein"	25				
"PITG_13157"			1074	1881492	1882565	"+"	"suppressor of necrosis 1, putative"	25				
"PITG_13158"			2592	1886128	1888719	"+"	"double-strand break repair protein, putative"	25				
"PITG_13158"			2592	1886128	1888719	"+"	"double-strand break repair protein, putative"	25	"Pfam"	"PF00149.20"	"Metallophos"	"Calcineurin-like phosphoesterase"
"PITG_13158"			2592	1886128	1888719	"+"	"double-strand break repair protein, putative"	25	"Pfam"	"PF04152.6"	"Mre11_DNA_bind"	"Mre11 DNA-binding presumed domain"
"PITG_13158"			2592	1886128	1888719	"+"	"double-strand break repair protein, putative"	25	"Pfam"	"TIGR00583"	"mre11"	"DNA repair protein (mre11)"
"PITG_13159"			1943	1888778	1890720	"-"	"conserved hypothetical protein"	25				
"PITG_13160"			930	1893183	1894112	"+"	"conserved hypothetical protein"	25				
"PITG_13161"			1269	1894688	1895956	"+"	"conserved hypothetical protein"	25				
"PITG_13163"			621	1918123	1918743	"+"	"P-type ATPase (P-ATPase) superfamily"	25				
"PITG_13163"			621	1918123	1918743	"+"	"P-type ATPase (P-ATPase) superfamily"	25	"Pfam"	"TIGR01494"	"ATPase_P-type"	"ATPase, P-type (transporting), HAD superfamily, subfamily IC"
"PITG_13164"			1196	1935274	1936469	"-"	"metalloprotease family M48X, putative"	25				
"PITG_13164"			1196	1935274	1936469	"-"	"metalloprotease family M48X, putative"	25	"Pfam"	"PF01435.10"	"Peptidase_M48"	"Peptidase family M48"
"PITG_13165"			1923	1936563	1938485	"+"	"D-3-phosphoglycerate dehydrogenase, putative"	25				
"PITG_13165"			1923	1936563	1938485	"+"	"D-3-phosphoglycerate dehydrogenase, putative"	25	"Pfam"	"PF01842.17"	"ACT"	"ACT domain"
"PITG_13165"			1923	1936563	1938485	"+"	"D-3-phosphoglycerate dehydrogenase, putative"	25	"Pfam"	"PF02826.11"	"2-Hacid_dh_C"	"D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain"
"PITG_13165"			1923	1936563	1938485	"+"	"D-3-phosphoglycerate dehydrogenase, putative"	25	"Pfam"	"TIGR01327"	"PGDH"	"phosphoglycerate dehydrogenase"
"PITG_13166"			1686	1938581	1940266	"-"	"conserved hypothetical protein"	25				
"PITG_13167"			1874	1940500	1942373	"-"	"conserved hypothetical protein"	25				
"PITG_13168"			12990	1942605	1955594	"-"	"conserved hypothetical protein"	25				
"PITG_13168"			12990	1942605	1955594	"-"	"conserved hypothetical protein"	25	"Pfam"	"PF00627.23"	"UBA"	"UBA/TS-N domain"
"PITG_13170"			789	1976103	1976891	"+"	"hypothetical protein"	25				
"PITG_13171"			1722	1984316	1986037	"+"	"conserved hypothetical protein"	25				
"PITG_13172"			1365	1986159	1987523	"+"	"GPI mannosyltransferase, putative"	25				
"PITG_13172"			1365	1986159	1987523	"+"	"GPI mannosyltransferase, putative"	25	"Pfam"	"PF04188.5"	"Mannosyl_trans2"	"Mannosyltransferase (PIG-V))"
"PITG_13173"			1493	1987635	1989127	"-"	"conserved hypothetical protein"	25				
"PITG_13173"			1493	1987635	1989127	"-"	"conserved hypothetical protein"	25	"Pfam"	"PF00628.21"	"PHD"	"PHD-finger"
"PITG_13174"			2742	1989890	1992631	"+"	"translation initiation factor IF-2, putative"	25				
"PITG_13174"			2742	1989890	1992631	"+"	"translation initiation factor IF-2, putative"	25	"Pfam"	"PF00009.19"	"GTP_EFTU"	"Elongation factor Tu GTP binding domain"
"PITG_13174"			2742	1989890	1992631	"+"	"translation initiation factor IF-2, putative"	25	"Pfam"	"PF01926.15"	"MMR_HSR1"	"GTPase of unknown function"
"PITG_13174"			2742	1989890	1992631	"+"	"translation initiation factor IF-2, putative"	25	"Pfam"	"TIGR00231"	"small_GTP"	"small GTP-binding protein domain"
"PITG_13174"			2742	1989890	1992631	"+"	"translation initiation factor IF-2, putative"	25	"Pfam"	"TIGR00487"	"IF-2"	"translation initiation factor IF-2"
"PITG_13175"			5847	1993066	1998912	"+"	"ATP-binding Cassette (ABC) Superfamily"	25				
"PITG_13175"			5847	1993066	1998912	"+"	"ATP-binding Cassette (ABC) Superfamily"	25	"Pfam"	"PF00005.19"	"ABC_tran"	"ABC transporter"
"PITG_13176"			1249	1999176	2000424	"-"	"diaminopimelate decarboxylase, putative"	25				
"PITG_13176"			1249	1999176	2000424	"-"	"diaminopimelate decarboxylase, putative"	25	"Pfam"	"PF00278.14"	"Orn_DAP_Arg_deC"	"Pyridoxal-dependent decarboxylase, C-terminal sheet domain"
"PITG_13176"			1249	1999176	2000424	"-"	"diaminopimelate decarboxylase, putative"	25	"Pfam"	"PF02784.8"	"Orn_Arg_deC_N"	"Pyridoxal-dependent decarboxylase, pyridoxal binding domain"
"PITG_13176"			1249	1999176	2000424	"-"	"diaminopimelate decarboxylase, putative"	25	"Pfam"	"TIGR01048"	"lysA"	"diaminopimelate decarboxylase"
"PITG_13177"			2075	2003044	2005118	"-"	"elongation of very long chain fatty acids protein, putative"	25				
"PITG_13177"			2075	2003044	2005118	"-"	"elongation of very long chain fatty acids protein, putative"	25	"Pfam"	"PF01151.10"	"ELO"	"GNS1/SUR4 family"
"PITG_13178"			1317	2006405	2007721	"-"	"elongation of very long chain fatty acids protein, putative"	25				
"PITG_13178"			1317	2006405	2007721	"-"	"elongation of very long chain fatty acids protein, putative"	25	"Pfam"	"PF01151.10"	"ELO"	"GNS1/SUR4 family"
"PITG_13181"			1142	2045690	2046831	"+"	"hypothetical protein"	25				
"PITG_13182"			1085	2056622	2057706	"+"	"conserved hypothetical protein"	25				
"PITG_13183"			674	2058011	2058684	"+"	"sporangia induced conserved hypothetical protein"	25				
"PITG_13184"			1863	2058693	2060555	"-"	"mucolipin-like protein"	25				
"PITG_13185"			1501	2060756	2062256	"+"	"conserved hypothetical protein"	25				
"PITG_13186"			2379	2062349	2064727	"-"	"signal peptide peptidase-like protein"	25				
"PITG_13186"			2379	2062349	2064727	"-"	"signal peptide peptidase-like protein"	25	"Pfam"	"PF02225.14"	"PA"	"PA domain"
"PITG_13186"			2379	2062349	2064727	"-"	"signal peptide peptidase-like protein"	25	"Pfam"	"PF04258.5"	"Peptidase_A22B"	"Signal peptide peptidase"
"PITG_13187"			1271	2065472	2066742	"+"	"conserved hypothetical protein"	25				
"PITG_13188"			2010	2068208	2070217	"+"	"conserved hypothetical protein"	25				
"PITG_13188"			2010	2068208	2070217	"+"	"conserved hypothetical protein"	25	"Pfam"	"PF01363.13"	"FYVE"	"FYVE zinc finger"
"PITG_13189"			3715	2100250	2103964	"+"	"hypothetical protein"	25				
"PITG_13191"			444	166849	167292	"+"	"conserved hypothetical protein"	28				
"PITG_13192"			1135	168209	169343	"+"	"conserved hypothetical protein"	28				
"PITG_13196"			1584	266707	268290	"-"	"conserved hypothetical protein"	28				
"PITG_13196"			1584	266707	268290	"-"	"conserved hypothetical protein"	28	"Pfam"	"PF00170.13"	"bZIP_1"	"bZIP transcription factor"
"PITG_13196"			1584	266707	268290	"-"	"conserved hypothetical protein"	28	"Pfam"	"PF07716.7"	"bZIP_2"	"Basic region leucine zipper"
"PITG_13198"			815	272481	273295	"-"	"conserved hypothetical protein"	28				
"PITG_13201"			2461	295624	298084	"-"	"conserved hypothetical protein"	28				
"PITG_13202"			1965	305740	307704	"-"	"zinc transporter, putative"	28				
"PITG_13202"			1965	305740	307704	"-"	"zinc transporter, putative"	28	"Pfam"	"PF01545.13"	"Cation_efflux"	"Cation efflux family"
"PITG_13202"			1965	305740	307704	"-"	"zinc transporter, putative"	28	"Pfam"	"TIGR01297"	"CDF"	"cation diffusion facilitator family transporter"
"PITG_13203"			1360	353959	355318	"+"	"conserved hypothetical protein"	28				
"PITG_13204"			802	355562	356363	"-"	"conserved hypothetical protein"	28				
"PITG_13204"			802	355562	356363	"-"	"conserved hypothetical protein"	28	"Pfam"	"PF03134.11"	"TB2_DP1_HVA22"	"TB2/DP1, HVA22 family"
"PITG_13206"			1064	365077	366140	"+"	"hypothetical protein"	28				
"PITG_13209"			432	451918	452349	"+"	"conserved hypothetical protein"	28				
"PITG_13210"			561	476878	477438	"+"	"conserved hypothetical protein"	28				
"PITG_13212"			991	482800	483790	"+"	"conserved hypothetical protein"	28				
"PITG_13213"			312	487495	487806	"+"	"hypothetical protein"	28				
"PITG_13214"			3153	498318	501470	"+"	"conserved hypothetical protein"	28				
"PITG_13217"			771	582952	583722	"-"	"conserved hypothetical protein"	28				
"PITG_13218"			601	583747	584347	"-"	"conserved hypothetical protein"	28				
"PITG_13220"			415	599595	600009	"+"	"conserved hypothetical protein"	28				
"PITG_13221"			1140	600172	601311	"+"	"conserved hypothetical protein"	28				
"PITG_13223"			1380	616407	617786	"+"	"cysteine desulfurase, putative"	28				
"PITG_13223"			1380	616407	617786	"+"	"cysteine desulfurase, putative"	28	"Pfam"	"PF00266.11"	"Aminotran_5"	"Aminotransferase class-V"
"PITG_13224"			2184	617906	620089	"-"	"beclin-1-like protein"	28				
"PITG_13224"			2184	617906	620089	"-"	"beclin-1-like protein"	28	"Pfam"	"PF04111.4"	"APG6"	"Autophagy protein Apg6"
"PITG_13225"			840	620154	620993	"-"	"conserved hypothetical protein"	28				
"PITG_13225"			840	620154	620993	"-"	"conserved hypothetical protein"	28	"Pfam"	"PF00397.18"	"WW"	"WW domain"
"PITG_13226"			1765	634891	636655	"+"	"conserved hypothetical protein"	28				
"PITG_13228"			2007	636623	638629	"-"	"conserved hypothetical protein"	28				
"PITG_13231"			1371	681757	683127	"+"	"cobalamin synthesis protein, putative"	28				
"PITG_13231"			1371	681757	683127	"+"	"cobalamin synthesis protein, putative"	28	"Pfam"	"PF02492.11"	"cobW"	"CobW/HypB/UreG, nucleotide-binding domain"
"PITG_13231"			1371	681757	683127	"+"	"cobalamin synthesis protein, putative"	28	"Pfam"	"PF07683.6"	"CobW_C"	"Cobalamin synthesis protein cobW C-terminal domain"
"PITG_13234"			1734	729286	731019	"+"	"conserved hypothetical protein"	28				
"PITG_13234"			1734	729286	731019	"+"	"conserved hypothetical protein"	28	"Pfam"	"PF08238.4"	"Sel1"	"Sel1 repeat"
"PITG_13235"			2964	731164	734127	"-"	"putative P-type ATPase"	28				
"PITG_13235"			2964	731164	734127	"-"	"putative P-type ATPase"	28	"Pfam"	"PF00122.12"	"E1-E2_ATPase"	"E1-E2 ATPase"
"PITG_13235"			2964	731164	734127	"-"	"putative P-type ATPase"	28	"Pfam"	"PF00689.13"	"Cation_ATPase_C"	"Cation transporting ATPase, C-terminus"
"PITG_13235"			2964	731164	734127	"-"	"putative P-type ATPase"	28	"Pfam"	"PF00690.18"	"Cation_ATPase_N"	"Cation transporter/ATPase, N-terminus"
"PITG_13235"			2964	731164	734127	"-"	"putative P-type ATPase"	28	"Pfam"	"PF00702.18"	"Hydrolase"	"haloacid dehalogenase-like hydrolase"
"PITG_13235"			2964	731164	734127	"-"	"putative P-type ATPase"	28	"Pfam"	"TIGR01494"	"ATPase_P-type"	"ATPase, P-type (transporting), HAD superfamily, subfamily IC"
"PITG_13235"			2964	731164	734127	"-"	"putative P-type ATPase"	28	"Pfam"	"TIGR01517"	"ATPase-IIB_Ca"	"calcium-translocating P-type ATPase, PMCA-type"
"PITG_13235"			2964	731164	734127	"-"	"putative P-type ATPase"	28	"Pfam"	"TIGR01522"	"ATPase-IIA2_Ca"	"calcium-transporting P-type ATPase, PMR1-type"
"PITG_13236"			2095	737308	739402	"+"	"conserved hypothetical protein"	28				
"PITG_13237"			3164	739663	742826	"-"	"alpha-actinin-1, putative"	28				
"PITG_13237"			3164	739663	742826	"-"	"alpha-actinin-1, putative"	28	"Pfam"	"PF00036.24"	"efhand"	"EF hand"
"PITG_13237"			3164	739663	742826	"-"	"alpha-actinin-1, putative"	28	"Pfam"	"PF00307.23"	"CH"	"Calponin homology (CH) domain"
"PITG_13239"			1073	776753	777825	"+"	"Mitochondrial Carrier (MC) Family"	28				
"PITG_13239"			1073	776753	777825	"+"	"Mitochondrial Carrier (MC) Family"	28	"Pfam"	"PF00153.19"	"Mito_carr"	"Mitochondrial carrier protein"
"PITG_13240"			612	777915	778526	"-"	"conserved hypothetical protein"	28				
"PITG_13241"			393	779547	779939	"+"	"conserved hypothetical protein"	28				
"PITG_13241"			393	779547	779939	"+"	"conserved hypothetical protein"	28	"Pfam"	"PF00036.24"	"efhand"	"EF hand"
"PITG_13242"			1526	781219	782744	"-"	"conserved hypothetical protein"	28				
"PITG_13242"			1526	781219	782744	"-"	"conserved hypothetical protein"	28	"Pfam"	"PF00226.23"	"DnaJ"	"DnaJ domain"
"PITG_13245"			3322	788244	791565	"-"	"glycerophosphodiesterase, putative"	28				
"PITG_13245"			3322	788244	791565	"-"	"glycerophosphodiesterase, putative"	28	"Pfam"	"PF00686.11"	"CBM_20"	"Starch binding domain"
"PITG_13245"			3322	788244	791565	"-"	"glycerophosphodiesterase, putative"	28	"Pfam"	"PF03009.9"	"GDPD"	"Glycerophosphoryl diester phosphodiesterase family"
"PITG_13248"			1178	861242	862419	"+"	"conserved hypothetical protein"	28				
"PITG_13248"			1178	861242	862419	"+"	"conserved hypothetical protein"	28	"Pfam"	"PF07366.4"	"SnoaL"	"SnoaL-like polyketide cyclase"
"PITG_13249"			1325	862441	863765	"-"	"conserved hypothetical protein"	28				
"PITG_13249"			1325	862441	863765	"-"	"conserved hypothetical protein"	28	"Pfam"	"PF08241.4"	"Methyltransf_11"	"Methyltransferase domain"
"PITG_13249"			1325	862441	863765	"-"	"conserved hypothetical protein"	28	"Pfam"	"PF08242.4"	"Methyltransf_12"	"Methyltransferase domain"
"PITG_13250"			1047	864807	865853	"+"	"Mitochondrial Protein Translocase (MPT) Family"	28				
"PITG_13250"			1047	864807	865853	"+"	"Mitochondrial Protein Translocase (MPT) Family"	28	"Pfam"	"PF01459.14"	"Porin_3"	"Eukaryotic porin"
"PITG_13251"			323	866174	866496	"+"	"hypothetical protein"	28				
"PITG_13252"			1183	867088	868270	"-"	"conserved hypothetical protein"	28				
"PITG_13253"			1914	868382	870295	"+"	"hypothetical protein"	28				
"PITG_13253"			1914	868382	870295	"+"	"hypothetical protein"	28	"Pfam"	"PF00400.24"	"WD40"	"WD domain, G-beta repeat"
"PITG_13254"			1412	870322	871733	"-"	"conserved hypothetical protein"	28				
"PITG_13254"			1412	870322	871733	"-"	"conserved hypothetical protein"	28	"Pfam"	"PF00400.24"	"WD40"	"WD domain, G-beta repeat"
"PITG_13255"			3044	872361	875404	"+"	"conserved hypothetical protein"	28				
"PITG_13256"			995	875457	876451	"-"	"conserved hypothetical protein"	28				
"PITG_13256"			995	875457	876451	"-"	"conserved hypothetical protein"	28	"Pfam"	"PF00173.20"	"Cyt-b5"	"Cytochrome b5-like Heme/Steroid binding domain"
"PITG_13257"			1008	876642	877649	"+"	"peroxisomal hydratase-dehydrogenase-epimerase, putative"	28				
"PITG_13257"			1008	876642	877649	"+"	"peroxisomal hydratase-dehydrogenase-epimerase, putative"	28	"Pfam"	"PF01575.11"	"MaoC_dehydratas"	"MaoC like domain"
"PITG_13258"			894	877803	878696	"+"	"Mitochondrial Carrier (MC) Family"	28				
"PITG_13258"			894	877803	878696	"+"	"Mitochondrial Carrier (MC) Family"	28	"Pfam"	"PF00153.19"	"Mito_carr"	"Mitochondrial carrier protein"
"PITG_13259"			1083	878748	879830	"-"	"conserved hypothetical protein"	28				
"PITG_13260"			3393	879984	883376	"-"	"tenascin-like protein"	28				
"PITG_13260"			3393	879984	883376	"-"	"tenascin-like protein"	28	"Pfam"	"PF07974.5"	"EGF_2"	"EGF-like domain"
"PITG_13261"			2745	883475	886219	"+"	"hypothetical protein"	28				
"PITG_13262"			1582	886667	888248	"+"	"cystathionine beta-synthase"	28				
"PITG_13262"			1582	886667	888248	"+"	"cystathionine beta-synthase"	28	"Pfam"	"PF00291.17"	"PALP"	"Pyridoxal-phosphate dependent enzyme"
"PITG_13262"			1582	886667	888248	"+"	"cystathionine beta-synthase"	28	"Pfam"	"PF00571.20"	"CBS"	"CBS domain pair"
